"pitcher","role_key","inning","outs_when_up","score_gap","on_3b","on_2b","on_1b","Segmentation","Segmentation_tier2"
621076,"SP",1,0,0,0,0,0,"A","A"
672578,"RP",10,0,0,0,1,0,"A","A++"
601713,"RP",10,0,0,0,1,0,"A","A++"
542888,"RP",7,0,-1,0,0,0,"A","A"
641302,"RP",6,1,-3,0,0,1,"B2","B2"
621107,"SP",1,0,0,0,0,0,"A","A"
613534,"RP",7,2,3,0,1,1,"B1","B1"
656638,"RP",10,0,0,0,1,0,"A","A++"
641729,"RP",10,0,0,0,1,0,"A","A++"
669438,"SP",1,0,0,0,0,0,"A","A"
681982,"RP",6,0,1,0,0,0,"A","A"
642100,"RP",9,0,7,0,0,0,"B1","B1"
547973,"RP",8,0,0,0,0,0,"A","A"
641540,"SP",1,0,0,0,0,0,"A","A"
657277,"SP",1,0,0,0,0,0,"A","A"
656546,"RP",8,0,-2,0,0,0,"A","A"
543521,"RP",6,2,4,0,1,1,"B1","B1"
608718,"RP",7,0,0,0,0,0,"A","A"
669467,"RP",7,0,1,0,0,0,"A","A"
592229,"RP",5,0,0,0,0,0,"A","A"
622065,"RP",5,2,-2,1,0,1,"A","A++"
607755,"RP",6,1,-1,0,0,1,"A","A+"
445276,"RP",9,0,0,0,0,0,"A","A"
542881,"SP",1,0,0,0,0,0,"A","A"
596133,"SP",1,0,0,0,0,0,"A","A"
686610,"RP",7,0,1,0,0,0,"A","A"
572955,"RP",8,2,0,0,0,0,"A","A"
605177,"RP",8,0,2,0,0,1,"A","A+"
657097,"RP",8,0,0,0,0,0,"A","A"
664199,"RP",7,0,0,0,0,0,"A","A"
623211,"RP",5,0,-5,0,0,0,"B2","B2"
686654,"RP",7,0,6,0,0,0,"B1","B1"
571539,"RP",10,0,2,0,1,0,"A","A++"
621381,"SP",1,0,0,0,0,0,"A","A"
571927,"RP",9,0,-1,0,0,0,"A","A"
668984,"RP",8,0,0,0,0,0,"A","A"
686753,"RP",5,2,0,0,0,1,"A","A+"
572020,"SP",1,0,0,0,0,0,"A","A"
571656,"RP",8,1,0,0,1,1,"A","A++"
518585,"RP",7,0,0,0,0,0,"A","A"
666200,"SP",1,0,0,0,0,0,"A","A"
696147,"RP",10,0,0,0,1,0,"A","A++"
622250,"RP",7,2,0,0,1,1,"A","A++"
450203,"SP",1,0,0,0,0,0,"A","A"
687330,"RP",5,2,-4,0,0,1,"B2","B2"
666720,"RP",12,2,-4,0,0,0,"B2","B2"
608032,"RP",9,0,0,0,0,0,"A","A"
663773,"RP",7,0,-6,0,0,0,"B2","B2"
453268,"RP",9,0,0,0,0,0,"A","A"
682175,"RP",10,2,-1,1,1,1,"A","A++"
676689,"RP",10,0,1,0,1,0,"A","A++"
666808,"RP",8,2,1,1,0,1,"A","A++"
606965,"RP",7,0,0,0,0,0,"A","A"
425844,"SP",1,0,0,0,0,0,"A","A"
623433,"RP",8,0,4,0,0,0,"B1","B1"
596112,"RP",8,0,-1,0,0,0,"A","A"
612434,"RP",9,0,2,0,0,0,"A","A"
682243,"SP",1,0,0,0,0,0,"A","A"
669456,"SP",1,0,0,0,0,0,"A","A"
642547,"SP",1,0,0,0,0,0,"A","A"
663855,"RP",8,0,0,0,0,0,"A","A"
666214,"RP",2,0,1,0,0,0,"A","A"
606965,"RP",6,0,4,0,1,1,"B1","B1"
657376,"SP",1,0,0,0,0,0,"A","A"
682171,"RP",6,1,-3,0,1,1,"B2","B2"
605177,"RP",9,0,2,0,0,0,"A","A"
472610,"RP",8,0,2,0,0,0,"A","A"
657571,"SP",1,0,0,0,0,0,"A","A"
676680,"RP",8,1,0,0,1,0,"A","A++"
608371,"RP",8,0,1,0,0,0,"A","A"
608638,"RP",6,1,1,0,0,0,"A","A"
605447,"RP",9,0,1,0,0,0,"A","A"
676664,"SP",1,0,0,0,0,0,"A","A"
592473,"RP",3,2,-1,1,1,0,"A","A++"
592866,"SP",1,0,0,0,0,0,"A","A"
455119,"RP",10,0,1,0,1,0,"A","A++"
445276,"RP",9,0,0,0,0,0,"A","A"
527048,"SP",1,0,0,0,0,0,"A","A"
656288,"SP",1,0,0,0,0,0,"A","A"
656638,"RP",7,2,3,1,0,1,"B1","B1"
605463,"RP",3,0,-1,0,0,0,"A","A"
668881,"SP",1,0,1,0,0,0,"A","A"
664747,"RP",9,0,1,0,0,0,"A","A"
621237,"RP",8,0,5,0,0,0,"B1","B1"
676714,"RP",5,0,-3,0,0,0,"B2","B2"
471911,"SP",1,0,0,0,0,0,"A","A"
669674,"RP",9,2,4,1,1,1,"B1","B1"
592332,"SP",1,0,0,0,0,0,"A","A"
664139,"RP",6,1,0,0,1,1,"A","A++"
606160,"RP",8,0,-5,0,0,0,"B2","B2"
622098,"RP",7,0,-1,0,0,0,"A","A"
677020,"RP",5,2,-1,1,1,0,"A","A++"
669459,"RP",6,2,-3,1,0,1,"B2","B2"
663941,"RP",2,0,2,0,0,0,"A","A"
668674,"RP",6,2,1,1,0,1,"A","A++"
640451,"RP",9,0,4,0,0,0,"B1","B1"
664875,"RP",9,0,0,0,0,0,"A","A"
676684,"SP",1,0,0,0,0,0,"A","A"
656464,"RP",7,0,-3,0,0,0,"B2","B2"
650633,"RP",7,1,1,0,0,0,"A","A"
657265,"RP",8,1,-2,0,0,0,"A","A"
693821,"SP",1,0,0,0,0,0,"A","A"
571539,"RP",7,1,-2,0,0,0,"A","A"
659275,"SP",1,0,0,0,0,0,"A","A"
640448,"RP",8,0,4,0,0,0,"B1","B1"
592836,"SP",1,0,0,0,0,0,"A","A"
542585,"RP",6,1,3,0,0,1,"B1","B1"
605154,"SP",1,0,0,0,0,0,"A","A"
621295,"RP",8,0,-7,0,0,0,"B2","B2"
672578,"SP",1,0,1,0,0,0,"A","A"
641941,"RP",8,0,2,0,0,0,"A","A"
676254,"RP",4,0,2,0,0,0,"A","A"
600917,"RP",4,1,-4,0,0,1,"B2","B2"
687798,"RP",7,0,-2,0,0,0,"A","A"
670280,"RP",9,0,1,0,0,0,"A","A"
656605,"SP",1,0,0,0,0,0,"A","A"
502043,"SP",1,0,0,0,0,0,"A","A"
608717,"RP",6,2,0,0,1,1,"A","A++"
665625,"RP",6,0,-2,0,0,1,"A","A+"
543272,"RP",6,0,-2,0,0,0,"A","A"
663556,"SP",1,0,0,0,0,0,"A","A"
621363,"RP",8,0,4,0,0,0,"B1","B1"
656730,"RP",9,1,-4,0,1,0,"B2","B2"
663992,"RP",8,1,2,0,1,1,"A","A++"
594580,"RP",6,0,2,0,0,0,"A","A"
661403,"RP",9,0,5,0,0,0,"B1","B1"
663558,"RP",5,2,2,0,0,0,"A","A"
623167,"RP",7,1,-3,0,0,0,"B2","B2"
666129,"SP",1,0,0,0,0,0,"A","A"
425794,"SP",1,0,0,0,0,0,"A","A"
669093,"RP",6,0,-5,0,0,0,"B2","B2"
608337,"SP",1,0,0,0,0,0,"A","A"
676760,"RP",10,0,0,0,1,0,"A","A++"
663878,"RP",7,0,-2,0,0,0,"A","A"
657424,"RP",6,0,-5,0,1,1,"B2","B2"
669060,"RP",7,0,-1,0,0,0,"A","A"
678394,"SP",1,0,0,0,0,0,"A","A"
543507,"RP",9,0,5,0,0,0,"B1","B1"
571948,"RP",7,2,-2,0,0,0,"A","A"
543518,"RP",9,1,2,1,0,1,"A","A++"
660813,"RP",8,0,-4,0,0,0,"B2","B2"
663773,"RP",8,0,-2,0,0,0,"A","A"
605242,"RP",4,0,-2,0,1,1,"A","A++"
664294,"RP",8,0,1,0,0,0,"A","A"
642397,"RP",6,0,3,0,0,0,"B1","B1"
681982,"RP",7,0,-4,0,0,0,"B2","B2"
548384,"RP",8,0,-1,0,0,0,"A","A"
668678,"SP",1,0,0,0,0,0,"A","A"
592741,"RP",7,0,3,0,0,1,"B1","B1"
663986,"RP",8,0,5,0,0,0,"B1","B1"
663804,"RP",7,0,-4,0,0,0,"B2","B2"
543063,"RP",9,0,10,0,0,0,"B1","B1"
623474,"RP",9,0,5,0,0,0,"B1","B1"
605280,"RP",9,0,0,0,0,0,"A","A"
640462,"RP",9,0,1,0,0,0,"A","A"
669302,"SP",1,0,0,0,0,0,"A","A"
642048,"RP",5,0,-4,0,0,0,"B2","B2"
671345,"RP",9,0,2,0,0,0,"A","A"
669713,"SP",1,0,0,0,0,0,"A","A"
663947,"RP",8,2,2,0,1,0,"A","A++"
598286,"RP",6,1,1,0,0,0,"A","A"
607481,"RP",9,2,-1,1,0,0,"A","A++"
686973,"SP",1,0,4,0,0,0,"B1","B1"
660261,"RP",8,0,2,0,0,0,"A","A"
601713,"RP",8,0,0,0,0,0,"A","A"
608665,"RP",9,0,2,0,0,0,"A","A"
623211,"RP",7,0,-2,0,0,0,"A","A"
622075,"RP",5,0,-3,0,0,0,"B2","B2"
489446,"RP",6,1,-2,0,0,1,"A","A+"
667755,"RP",7,0,3,0,0,0,"B1","B1"
594577,"RP",2,0,-2,0,0,0,"A","A"
666720,"RP",8,0,-4,0,0,0,"B2","B2"
641672,"RP",5,2,-4,0,1,1,"B2","B2"
573124,"RP",8,0,10,0,0,0,"B1","B1"
624647,"RP",2,0,-1,0,0,0,"A","A"
518886,"RP",9,0,4,0,0,0,"B1","B1"
641703,"RP",9,0,0,0,0,0,"A","A"
666374,"RP",4,0,-4,0,1,1,"B2","B2"
681911,"RP",6,0,-2,0,0,0,"A","A"
641871,"RP",8,0,4,0,0,0,"B1","B1"
622554,"RP",7,0,3,0,0,0,"B1","B1"
605218,"RP",6,0,4,0,0,0,"B1","B1"
656232,"SP",1,0,0,0,0,0,"A","A"
605483,"SP",1,0,0,0,0,0,"A","A"
543859,"RP",8,0,-4,0,0,0,"B2","B2"
621074,"RP",5,2,-5,0,0,1,"B2","B2"
665871,"RP",7,0,-7,0,0,0,"B2","B2"
592426,"RP",7,0,7,0,0,0,"B1","B1"
669211,"RP",7,1,4,0,0,1,"B1","B1"
643377,"RP",7,0,2,0,0,0,"A","A"
593974,"RP",8,2,0,1,0,0,"A","A++"
592094,"RP",9,0,4,0,0,0,"B1","B1"
669467,"RP",9,0,-1,0,0,0,"A","A"
687396,"RP",7,0,-3,0,0,0,"B2","B2"
477132,"SP",1,0,0,0,0,0,"A","A"
518617,"RP",9,0,-2,0,0,0,"A","A"
596112,"RP",8,0,-1,0,0,0,"A","A"
661383,"RP",8,0,-8,0,0,0,"B2","B2"
656302,"SP",1,0,0,0,0,0,"A","A"
628452,"RP",9,0,3,0,0,0,"B1","B1"
656756,"SP",1,0,0,0,0,0,"A","A"
672282,"SP",1,0,0,0,0,0,"A","A"
657612,"RP",7,0,2,0,0,0,"A","A"
669387,"RP",7,0,-2,0,0,0,"A","A"
656257,"RP",8,0,-2,0,0,0,"A","A"
640470,"RP",9,0,4,0,0,0,"B1","B1"
664294,"RP",8,0,-2,0,0,0,"A","A"
669194,"SP",1,0,1,0,0,0,"A","A"
605280,"RP",8,1,2,0,0,0,"A","A"
669674,"RP",8,0,0,0,0,0,"A","A"
554340,"RP",7,0,0,0,0,0,"A","A"
663765,"RP",9,0,7,0,0,0,"B1","B1"
641927,"SP",1,0,0,0,0,0,"A","A"
542888,"RP",5,1,-6,0,0,0,"B2","B2"
621051,"RP",6,0,2,0,0,0,"A","A"
608638,"RP",8,2,-2,0,1,0,"A","A++"
621345,"RP",7,0,2,0,0,0,"A","A"
547179,"SP",1,0,0,0,0,0,"A","A"
675911,"SP",1,0,0,0,0,0,"A","A"
663567,"RP",5,0,-3,0,0,0,"B2","B2"
670912,"SP",1,0,0,0,0,0,"A","A"
543507,"RP",10,0,0,0,1,1,"A","A++"
600917,"RP",8,2,-1,0,1,0,"A","A++"
624133,"SP",1,0,0,0,0,0,"A","A"
607625,"SP",1,0,0,0,0,0,"A","A"
669923,"SP",1,0,0,0,0,0,"A","A"
643511,"RP",9,0,0,0,0,0,"A","A"
660853,"RP",10,0,0,0,1,0,"A","A++"
592741,"RP",7,0,-1,0,0,0,"A","A"
641329,"RP",6,0,5,0,0,0,"B1","B1"
607755,"RP",8,1,-2,0,0,0,"A","A"
623465,"RP",9,0,2,0,0,0,"A","A"
643410,"RP",8,0,4,0,0,0,"B1","B1"
676710,"SP",1,0,0,0,0,0,"A","A"
543135,"SP",1,0,0,0,0,0,"A","A"
664285,"SP",1,0,0,0,0,0,"A","A"
656546,"RP",7,0,0,0,0,0,"A","A"
605447,"RP",9,0,2,0,0,0,"A","A"
606965,"RP",8,0,0,0,0,0,"A","A"
446372,"RP",7,0,8,0,0,0,"B1","B1"
681982,"RP",7,2,0,0,1,0,"A","A++"
666974,"RP",7,2,1,0,0,0,"A","A"
650644,"SP",1,0,0,0,0,0,"A","A"
660261,"RP",8,2,0,0,1,1,"A","A++"
622780,"RP",9,0,-4,0,0,0,"B2","B2"
642585,"RP",8,2,2,0,0,1,"A","A+"
543101,"SP",1,0,0,0,0,0,"A","A"
606303,"RP",8,0,2,0,0,0,"A","A"
434378,"SP",1,0,0,0,0,0,"A","A"
622065,"RP",5,0,3,0,0,0,"B1","B1"
594580,"RP",7,0,2,0,1,0,"A","A++"
657024,"RP",8,0,2,0,0,0,"A","A"
547973,"RP",8,0,1,0,0,0,"A","A"
656529,"RP",7,2,-2,0,0,1,"A","A+"
669022,"SP",1,0,0,0,0,0,"A","A"
668984,"RP",8,0,6,0,0,0,"B1","B1"
691587,"SP",1,0,0,0,0,0,"A","A"
657514,"RP",6,0,3,0,0,0,"B1","B1"
607192,"SP",1,0,0,0,0,0,"A","A"
663941,"RP",6,0,-2,0,0,0,"A","A"
518585,"RP",6,0,5,0,0,0,"B1","B1"
663738,"SP",1,0,0,0,0,0,"A","A"
543037,"SP",1,0,0,0,0,0,"A","A"
571948,"RP",6,1,-1,0,0,1,"A","A+"
666619,"RP",7,0,0,0,1,1,"A","A++"
605130,"RP",9,0,1,0,0,0,"A","A"
663658,"RP",7,0,-4,0,0,0,"B2","B2"
592229,"RP",9,0,-3,0,0,0,"B2","B2"
592094,"RP",7,0,-1,0,0,0,"A","A"
669618,"RP",7,0,0,0,0,0,"A","A"
579328,"SP",1,0,0,0,0,0,"A","A"
519151,"RP",9,0,2,0,0,0,"A","A"
572403,"RP",8,0,6,0,0,0,"B1","B1"
594902,"SP",1,0,0,0,0,0,"A","A"
640451,"RP",9,0,-5,0,0,0,"B2","B2"
642207,"RP",9,0,2,0,0,0,"A","A"
657571,"RP",8,0,2,0,0,0,"A","A"
669459,"RP",7,0,2,1,1,1,"A","A++"
664747,"RP",9,0,3,0,0,0,"B1","B1"
607481,"RP",8,2,0,0,1,1,"A","A++"
686654,"RP",8,0,-2,0,0,0,"A","A"
607067,"SP",1,0,0,0,0,0,"A","A"
686610,"SP",1,0,0,0,0,0,"A","A"
650960,"RP",7,0,6,0,0,0,"B1","B1"
663986,"RP",8,2,0,0,0,1,"A","A+"
669060,"RP",7,2,-2,0,0,0,"A","A"
665622,"RP",2,2,0,0,1,0,"A","A++"
656945,"RP",8,0,0,0,0,0,"A","A"
623352,"RP",9,1,0,0,1,1,"A","A++"
641835,"RP",8,1,2,1,0,1,"A","A++"
623433,"RP",8,0,3,0,0,0,"B1","B1"
661403,"RP",9,0,0,0,0,0,"A","A"
641871,"RP",7,0,2,0,0,0,"A","A"
613534,"RP",6,0,2,0,0,0,"A","A"
657508,"RP",6,1,4,0,1,1,"B1","B1"
543056,"RP",6,2,3,1,1,1,"B1","B1"
650489,"RP",9,0,-8,0,0,0,"B2","B2"
607259,"RP",7,2,1,0,1,1,"A","A++"
571670,"RP",7,0,0,0,0,0,"A","A"
614179,"RP",7,2,-2,0,0,1,"A","A+"
680694,"SP",1,0,4,0,0,0,"B1","B1"
608718,"RP",8,0,-3,0,0,0,"B2","B2"
542585,"RP",8,1,-1,0,0,0,"A","A"
608665,"RP",9,0,1,0,0,0,"A","A"
571901,"RP",9,0,-2,0,0,0,"A","A"
663562,"SP",1,0,1,0,0,0,"A","A"
573186,"SP",1,0,0,0,0,0,"A","A"
669203,"SP",1,0,0,0,0,0,"A","A"
605218,"RP",7,0,-1,0,0,0,"A","A"
681857,"SP",1,0,0,0,0,0,"A","A"
606149,"RP",8,0,2,0,0,0,"A","A"
543272,"RP",8,0,-1,0,0,0,"A","A"
605242,"RP",6,0,3,0,0,0,"B1","B1"
472610,"RP",9,0,2,0,0,0,"A","A"
676391,"RP",8,0,-10,0,0,0,"B2","B2"
518876,"SP",1,0,6,0,0,0,"B1","B1"
678061,"RP",9,2,0,1,1,1,"A","A++"
663558,"RP",6,2,0,1,1,0,"A","A++"
571656,"RP",6,0,2,1,0,1,"A","A++"
592767,"SP",1,0,0,0,0,0,"A","A"
622065,"RP",6,2,0,1,1,1,"A","A++"
608371,"RP",8,0,1,0,0,0,"A","A"
523260,"RP",8,0,-3,0,0,0,"B2","B2"
656820,"RP",4,2,-2,0,1,0,"A","A++"
663878,"RP",7,0,-5,0,0,0,"B2","B2"
701643,"RP",9,0,10,0,0,0,"B1","B1"
608665,"RP",9,0,-3,0,0,0,"B2","B2"
674370,"SP",1,0,0,0,0,0,"A","A"
682227,"SP",1,0,0,0,0,0,"A","A"
641771,"RP",8,0,-2,0,0,0,"A","A"
643377,"RP",9,0,-6,0,0,0,"B2","B2"
664747,"RP",9,0,1,0,0,0,"A","A"
669947,"RP",6,1,-3,0,1,1,"B2","B2"
669952,"RP",7,1,-7,1,1,1,"B2","B2"
543475,"SP",1,0,0,0,0,0,"A","A"
596001,"RP",3,1,-1,0,0,1,"A","A+"
656427,"SP",1,0,0,0,0,0,"A","A"
663423,"RP",5,0,-5,0,0,0,"B2","B2"
676775,"RP",5,0,-3,0,0,0,"B2","B2"
621057,"RP",8,0,6,0,0,0,"B1","B1"
596295,"SP",1,0,0,0,0,0,"A","A"
622250,"RP",8,0,3,0,0,1,"B1","B1"
608638,"RP",7,0,5,0,0,0,"B1","B1"
621383,"SP",1,0,0,0,0,0,"A","A"
605288,"RP",6,0,-6,0,0,0,"B2","B2"
607481,"RP",7,0,-1,0,0,0,"A","A"
621016,"RP",8,0,-2,0,0,0,"A","A"
660787,"RP",8,2,-8,0,1,0,"B2","B2"
612434,"RP",8,0,7,0,0,0,"B1","B1"
657612,"RP",7,0,2,0,0,0,"A","A"
592773,"RP",6,2,-6,1,0,0,"B2","B2"
518585,"RP",7,0,1,0,0,0,"A","A"
663773,"SP",1,0,0,0,0,0,"A","A"
664875,"RP",8,1,-1,1,1,0,"A","A++"
641154,"SP",1,0,0,0,0,0,"A","A"
680686,"SP",1,0,0,0,0,0,"A","A"
666808,"RP",10,0,0,0,1,1,"A","A++"
686613,"SP",1,0,0,0,0,0,"A","A"
621366,"RP",7,0,-3,0,0,0,"B2","B2"
607179,"RP",6,0,-1,0,0,0,"A","A"
656290,"RP",9,1,1,1,0,1,"A","A++"
670990,"RP",7,1,-4,0,1,0,"B2","B2"
519293,"RP",9,0,3,0,0,0,"B1","B1"
681869,"RP",7,0,-6,0,0,0,"B2","B2"
656271,"RP",6,2,1,0,0,1,"A","A+"
640448,"RP",9,0,-2,0,0,0,"A","A"
453286,"SP",1,0,0,0,0,0,"A","A"
621244,"SP",1,0,0,0,0,0,"A","A"
592254,"RP",7,0,-3,0,0,0,"B2","B2"
656234,"RP",6,1,1,0,1,1,"A","A++"
573009,"RP",9,0,8,0,0,0,"B1","B1"
573124,"RP",2,2,-1,0,0,1,"A","A+"
676254,"SP",1,0,0,0,0,0,"A","A"
605151,"RP",8,0,10,0,0,0,"B1","B1"
453268,"RP",7,0,-1,0,0,0,"A","A"
641941,"RP",8,1,-6,0,0,1,"B2","B2"
664199,"RP",7,0,3,1,1,0,"B1","B1"
571760,"SP",1,0,1,0,0,0,"A","A"
572020,"SP",1,0,0,0,0,0,"A","A"
608379,"SP",1,0,1,0,0,0,"A","A"
623211,"RP",5,0,5,0,0,0,"B1","B1"
657240,"RP",7,0,5,0,0,0,"B1","B1"
621074,"RP",8,0,8,0,0,0,"B1","B1"
670174,"RP",7,1,5,0,0,0,"B1","B1"
650893,"RP",7,1,3,0,1,1,"B1","B1"
641302,"RP",7,0,-3,0,0,0,"B2","B2"
663855,"RP",9,0,2,0,0,0,"A","A"
656638,"RP",9,0,2,0,0,0,"A","A"
572403,"RP",7,1,0,0,0,0,"A","A"
669467,"RP",6,0,0,0,0,1,"A","A+"
572955,"RP",8,0,-7,0,0,0,"B2","B2"
677053,"RP",9,0,2,0,0,0,"A","A"
642207,"RP",9,0,3,0,0,0,"B1","B1"
669212,"RP",6,0,9,0,0,0,"B1","B1"
425844,"SP",1,0,0,0,0,0,"A","A"
623352,"RP",9,0,1,0,0,0,"A","A"
608717,"RP",5,0,2,0,0,0,"A","A"
625643,"RP",8,0,-1,0,0,1,"A","A+"
622663,"SP",1,0,1,0,0,0,"A","A"
605135,"SP",1,0,1,0,0,0,"A","A"
450203,"SP",1,0,0,0,0,0,"A","A"
672391,"SP",1,0,0,0,0,0,"A","A"
668942,"RP",9,0,-9,0,0,0,"B2","B2"
554430,"SP",1,0,1,0,0,0,"A","A"
682243,"SP",1,0,0,0,0,0,"A","A"
663558,"RP",9,0,-2,0,0,0,"A","A"
595928,"RP",4,0,-2,0,0,1,"A","A+"
669461,"SP",1,0,2,0,0,0,"A","A"
663855,"RP",9,0,1,0,0,0,"A","A"
670280,"RP",8,1,0,1,1,1,"A","A++"
669952,"RP",7,1,-3,0,1,0,"B2","B2"
445276,"RP",9,0,3,0,0,0,"B1","B1"
643256,"RP",7,0,-1,0,0,0,"A","A"
592426,"RP",8,0,5,0,0,0,"B1","B1"
519151,"RP",9,0,-1,0,0,0,"A","A"
669854,"SP",1,0,0,0,0,0,"A","A"
656638,"RP",8,0,5,0,0,0,"B1","B1"
641743,"RP",6,1,0,0,1,0,"A","A++"
622780,"RP",7,0,1,0,0,0,"A","A"
642585,"RP",9,0,3,0,0,0,"B1","B1"
664139,"RP",9,0,1,0,0,0,"A","A"
600917,"RP",8,0,4,0,0,0,"B1","B1"
681982,"RP",6,2,2,0,0,1,"A","A+"
623437,"RP",8,0,1,0,0,0,"A","A"
666974,"RP",7,2,2,0,1,1,"A","A++"
676684,"SP",1,0,1,0,0,0,"A","A"
686973,"SP",1,0,0,0,0,0,"A","A"
661527,"RP",10,0,0,0,1,0,"A","A++"
518397,"RP",9,0,5,0,0,0,"B1","B1"
596057,"RP",8,0,9,0,0,0,"B1","B1"
672578,"RP",6,0,-2,0,0,0,"A","A"
657277,"SP",1,0,0,0,0,0,"A","A"
624647,"RP",6,2,-4,0,1,1,"B2","B2"
543056,"RP",6,0,2,0,0,0,"A","A"
664062,"SP",1,0,0,0,0,0,"A","A"
667463,"RP",3,1,-5,1,0,1,"B2","B2"
605242,"RP",6,2,-2,1,0,0,"A","A++"
664208,"RP",6,2,0,0,0,0,"A","A"
605200,"SP",1,0,0,0,0,0,"A","A"
621237,"RP",8,0,2,0,0,0,"A","A"
543521,"RP",6,0,5,0,0,0,"B1","B1"
621294,"RP",8,0,7,0,0,0,"B1","B1"
554340,"RP",6,0,-1,0,0,0,"A","A"
571670,"RP",8,0,2,0,0,0,"A","A"
678394,"SP",1,0,0,0,0,0,"A","A"
668674,"RP",8,1,-2,0,1,1,"A","A++"
669387,"RP",5,2,1,0,0,1,"A","A+"
650556,"RP",8,0,0,0,0,0,"A","A"
628708,"RP",9,0,1,0,0,0,"A","A"
676760,"RP",6,0,-3,0,0,0,"B2","B2"
676265,"RP",7,0,-2,0,0,0,"A","A"
592351,"SP",1,0,0,0,0,0,"A","A"
502085,"RP",8,0,0,0,0,0,"A","A"
660261,"RP",7,0,-2,0,0,0,"A","A"
571578,"SP",1,0,0,0,0,0,"A","A"
670174,"RP",8,0,3,0,0,0,"B1","B1"
621295,"RP",8,0,-2,0,0,0,"A","A"
493603,"RP",9,0,0,0,0,0,"A","A"
455119,"RP",9,0,4,0,0,0,"B1","B1"
676440,"SP",1,0,2,0,0,0,"A","A"
621381,"RP",7,0,2,0,0,0,"A","A"
592741,"RP",5,2,5,0,0,0,"B1","B1"
571539,"RP",4,0,-2,0,0,0,"A","A"
650633,"RP",5,2,0,0,0,1,"A","A+"
666808,"RP",9,1,5,1,1,1,"B1","B1"
571948,"RP",7,0,-1,0,0,0,"A","A"
628452,"RP",9,0,8,0,0,0,"B1","B1"
666364,"RP",5,1,-3,0,1,1,"B2","B2"
687330,"RP",5,2,-3,0,1,1,"B2","B2"
622065,"RP",10,0,3,0,1,0,"B1","B1"
601713,"RP",6,0,0,0,1,0,"A","A++"
663947,"RP",1,2,1,0,1,1,"A","A++"
656730,"RP",8,0,-1,0,0,0,"A","A"
518617,"RP",8,0,-1,0,0,0,"A","A"
657508,"RP",7,0,2,0,0,0,"A","A"
471911,"SP",1,0,0,0,0,0,"A","A"
657376,"SP",1,0,2,0,0,0,"A","A"
608718,"RP",6,0,-5,0,0,0,"B2","B2"
642547,"SP",1,0,0,0,0,0,"A","A"
663878,"RP",4,2,1,0,1,1,"A","A++"
621139,"RP",9,0,-2,0,0,0,"A","A"
595345,"RP",7,0,2,0,0,0,"A","A"
607259,"RP",8,0,3,0,0,0,"B1","B1"
542881,"SP",1,0,0,0,0,0,"A","A"
664294,"RP",8,0,1,0,0,1,"A","A+"
682847,"SP",1,0,0,0,0,0,"A","A"
630023,"SP",1,0,0,0,0,0,"A","A"
608678,"RP",6,2,0,0,0,1,"A","A+"
680735,"RP",7,0,-2,0,0,0,"A","A"
605397,"SP",1,0,0,0,0,0,"A","A"
548384,"RP",7,0,0,0,0,0,"A","A"
669713,"RP",7,0,-2,0,0,0,"A","A"
502624,"SP",1,0,2,0,0,0,"A","A"
666200,"SP",1,0,0,0,0,0,"A","A"
665152,"SP",1,0,0,0,0,0,"A","A"
656234,"RP",7,0,-6,0,0,0,"B2","B2"
641835,"RP",5,1,-2,0,0,1,"A","A+"
592454,"RP",8,0,-3,0,0,0,"B2","B2"
623465,"RP",9,0,-5,0,0,0,"B2","B2"
621051,"RP",7,0,3,0,0,0,"B1","B1"
608371,"RP",8,0,1,0,0,0,"A","A"
593974,"RP",7,0,-3,0,0,0,"B2","B2"
650960,"RP",6,0,0,0,0,0,"A","A"
458681,"SP",1,0,0,0,0,0,"A","A"
671345,"RP",8,0,3,1,1,1,"B1","B1"
686654,"RP",9,0,4,0,0,0,"B1","B1"
596112,"RP",7,0,-3,0,0,0,"B2","B2"
613534,"RP",8,0,-9,0,0,0,"B2","B2"
669711,"RP",7,2,-4,0,0,1,"B2","B2"
643493,"RP",9,0,-1,0,0,0,"A","A"
608032,"RP",9,0,3,0,0,0,"B1","B1"
592791,"SP",1,0,0,0,0,0,"A","A"
682120,"RP",7,0,9,0,0,0,"B1","B1"
598286,"RP",7,0,-3,0,0,0,"B2","B2"
669618,"RP",9,0,4,0,0,0,"B1","B1"
669684,"RP",3,1,-2,0,0,0,"A","A"
686839,"RP",3,2,0,0,0,0,"A","A"
542585,"RP",6,2,5,0,0,1,"B1","B1"
489446,"RP",7,0,7,0,0,0,"B1","B1"
686753,"RP",6,0,-9,0,0,0,"B2","B2"
596133,"SP",1,0,0,0,0,0,"A","A"
642545,"RP",6,0,2,0,0,0,"A","A"
622075,"RP",8,0,-5,0,0,0,"B2","B2"
663687,"SP",1,0,0,0,0,0,"A","A"
614179,"RP",4,2,-6,0,1,1,"B2","B2"
665625,"RP",8,0,4,0,0,0,"B1","B1"
650911,"SP",1,0,0,0,0,0,"A","A"
594577,"SP",1,0,0,0,0,0,"A","A"
667755,"RP",8,0,3,0,0,0,"B1","B1"
592254,"SP",1,0,0,0,0,0,"A","A"
623149,"RP",9,0,1,0,0,0,"A","A"
656605,"SP",1,0,0,0,0,0,"A","A"
669302,"SP",1,0,0,0,0,0,"A","A"
666619,"RP",6,0,-1,0,0,0,"A","A"
